datetime,discharge,qualifiers
2023-10-01T04:30:00.000-04:00,456.0,['A']
2023-10-01T04:45:00.000-04:00,442.0,['A']
2023-10-01T05:00:00.000-04:00,438.0,['A']
2023-10-01T05:15:00.000-04:00,420.0,['A']
2023-10-01T05:30:00.000-04:00,424.0,['A']
2023-10-01T05:45:00.000-04:00,424.0,['A']
2023-10-01T06:00:00.000-04:00,424.0,['A']
2023-10-01T06:15:00.000-04:00,424.0,['A']
2023-10-01T06:30:00.000-04:00,407.0,['A']
2023-10-01T06:45:00.000-04:00,420.0,['A']
2023-10-01T07:00:00.000-04:00,407.0,['A']
2023-10-01T07:15:00.000-04:00,407.0,['A']
2023-10-01T07:30:00.000-04:00,403.0,['A']
2023-10-01T07:45:00.000-04:00,416.0,['A']
2023-10-01T08:00:00.000-04:00,403.0,['A']
2023-10-01T08:15:00.000-04:00,395.0,['A']
2023-10-01T08:30:00.000-04:00,407.0,['A']
2023-10-01T08:45:00.000-04:00,391.0,['A']
2023-10-01T09:00:00.000-04:00,387.0,['A']
2023-10-01T09:15:00.000-04:00,395.0,['A']
2023-10-01T09:30:00.000-04:00,383.0,['A']
2023-10-01T09:45:00.000-04:00,387.0,['A']
2023-10-01T10:00:00.000-04:00,379.0,['A']
2023-10-01T10:15:00.000-04:00,367.0,['A']
2023-10-01T10:30:00.000-04:00,367.0,['A']
2023-10-01T10:45:00.000-04:00,359.0,['A']
2023-10-01T11:00:00.000-04:00,367.0,['A']
2023-10-01T11:15:00.000-04:00,371.0,['A']
2023-10-01T11:30:00.000-04:00,367.0,['A']
2023-10-01T11:45:00.000-04:00,336.0,['A']
2023-10-01T12:00:00.000-04:00,359.0,['A']
2023-10-01T12:15:00.000-04:00,355.0,['A']
2023-10-01T12:30:00.000-04:00,348.0,['A']
2023-10-01T12:45:00.000-04:00,344.0,['A']
2023-10-01T13:00:00.000-04:00,348.0,['A']
2023-10-01T13:15:00.000-04:00,340.0,['A']
2023-10-01T13:30:00.000-04:00,344.0,['A']
2023-10-01T13:45:00.000-04:00,333.0,['A']
2023-10-01T14:00:00.000-04:00,333.0,['A']
2023-10-01T14:15:00.000-04:00,333.0,['A']
2023-10-01T14:30:00.000-04:00,329.0,['A']
2023-10-01T14:45:00.000-04:00,333.0,['A']
2023-10-01T15:00:00.000-04:00,329.0,['A']
2023-10-01T15:15:00.000-04:00,322.0,['A']
2023-10-01T15:30:00.000-04:00,326.0,['A']
2023-10-01T15:45:00.000-04:00,315.0,['A']
2023-10-01T16:00:00.000-04:00,322.0,['A']
2023-10-01T16:15:00.000-04:00,318.0,['A']
2023-10-01T16:30:00.000-04:00,322.0,['A']
2023-10-01T16:45:00.000-04:00,315.0,['A']
2023-10-01T17:00:00.000-04:00,305.0,['A']
2023-10-01T17:15:00.000-04:00,311.0,['A']
2023-10-01T17:30:00.000-04:00,305.0,['A']
2023-10-01T17:45:00.000-04:00,308.0,['A']
2023-10-01T18:00:00.000-04:00,311.0,['A']
2023-10-01T18:15:00.000-04:00,305.0,['A']
2023-10-01T18:30:00.000-04:00,291.0,['A']
2023-10-01T18:45:00.000-04:00,301.0,['A']
2023-10-01T19:00:00.000-04:00,288.0,['A']
2023-10-01T19:15:00.000-04:00,291.0,['A']
2023-10-01T19:30:00.000-04:00,294.0,['A']
2023-10-01T19:45:00.000-04:00,285.0,['A']
2023-10-01T20:00:00.000-04:00,285.0,['A']
2023-10-01T20:15:00.000-04:00,288.0,['A']
2023-10-01T20:30:00.000-04:00,281.0,['A']
2023-10-01T20:45:00.000-04:00,275.0,['A']
2023-10-01T21:00:00.000-04:00,275.0,['A']
2023-10-01T21:15:00.000-04:00,281.0,['A']
2023-10-01T21:30:00.000-04:00,278.0,['A']
2023-10-01T21:45:00.000-04:00,272.0,['A']
2023-10-01T22:00:00.000-04:00,275.0,['A']
2023-10-01T22:15:00.000-04:00,269.0,['A']
2023-10-01T22:30:00.000-04:00,269.0,['A']
2023-10-01T22:45:00.000-04:00,272.0,['A']
2023-10-01T23:00:00.000-04:00,265.0,['A']
2023-10-01T23:15:00.000-04:00,265.0,['A']
2023-10-01T23:30:00.000-04:00,265.0,['A']
2023-10-01T23:45:00.000-04:00,265.0,['A']
